Transaction_ID,Date,Product_ID,Category,Quantity,Sale_Price,Payment_Method,Marketing_Channel
8239,02/05/2021,12,Apparel,2,54.83,Paypal,Instagram
5363,02/06/2021,2,Apparel,1,71.61,Credit Card,Instagram
7544,02/06/2021,9,Toys,5,78.99,Paypal,Instagram
7881,02/06/2021,3,Home,2,75.71,Paypal,Instagram
2331,02/07/2021,15,Accessories,1,67.51,Bank Transfer,Tik Tok
5854,02/07/2021,14,Toys,2,105.14,Credit Card,Online Media
1137,02/07/2021,4,Toys,1,65.15,Bank Transfer,Tik Tok
8941,02/08/2021,2,Apparel,5,41.27,Paypal,Instagram
2906,02/08/2021,11,Electronics,1,51.41,Bank Transfer,Instagram
7031,02/08/2021,6,Electronics,4,26.37,Bank Transfer,Meta
2887,02/08/2021,3,Home,3,56.37,Bank Transfer,Google Ad
7777,02/08/2021,13,Home,3,13.68,Credit Card,Google Ad
4900,02/09/2021,10,Accessories,5,59.38,Credit Card,Meta
3393,02/09/2021,12,Apparel,2,21.59,Paypal,Online Media
8240,02/09/2021,11,Electronics,2,81.95,Credit Card,Instagram
5143,02/09/2021,15,Accessories,5,10.23,Bank Transfer,Meta
2276,02/10/2021,3,Home,4,28.84,Klarna,Google Ad
3125,02/11/2021,7,Apparel,2,77.27,Paypal,Instagram
6126,02/11/2021,8,Home,3,90.57,Paypal,Instagram
2531,02/11/2021,15,Accessories,5,88.05,Paypal,Instagram
4086,02/11/2021,3,Home,1,76.37,Bank Transfer,Google Ad
7229,02/12/2021,1,Electronics,2,58.18,Credit Card,Meta
7168,02/13/2021,4,Toys,4,50.35,Credit Card,Online Media
7371,02/13/2021,2,Apparel,2,72.24,Bank Transfer,Meta
7738,02/13/2021,12,Apparel,2,42.65,Paypal,Tik Tok
2761,02/13/2021,10,Accessories,3,50.46,Credit Card,Online Media
2460,02/13/2021,9,Toys,5,28.51,Klarna,Tik Tok
4735,02/14/2021,14,Toys,1,20.67,Klarna,Online Media
6342,02/14/2021,4,Toys,2,74.21,Klarna,Tik Tok
9837,02/14/2021,15,Accessories,1,65.0,Paypal,Instagram
1846,02/15/2021,2,Apparel,3,61.45,Klarna,Online Media
7469,02/16/2021,5,Accessories,2,39.13,Klarna,Tik Tok
5208,02/16/2021,1,Electronics,4,20.34,Paypal,Online Media
5234,02/16/2021,14,Toys,4,38.86,Klarna,Meta
1009,02/16/2021,6,Electronics,5,15.7,Bank Transfer,Google Ad
2619,02/17/2021,8,Home,1,22.49,Credit Card,Meta
2994,02/17/2021,9,Toys,3,41.4,Credit Card,Online Media
1235,02/17/2021,14,Toys,2,21.19,Bank Transfer,Instagram
3635,02/17/2021,9,Toys,3,15.98,Bank Transfer,Tik Tok
9007,02/17/2021,13,Home,3,81.57,Paypal,Tik Tok
3898,02/18/2021,5,Accessories,3,67.04,Paypal,Tik Tok
2065,02/18/2021,9,Toys,1,71.47,Bank Transfer,Instagram
7565,02/18/2021,13,Home,1,77.28,Klarna,Meta
2248,02/19/2021,1,Electronics,2,58.92,Bank Transfer,Instagram
6765,02/20/2021,6,Electronics,3,79.79,Bank Transfer,Google Ad
6742,02/20/2021,4,Toys,5,65.51,Paypal,Instagram
3204,02/20/2021,4,Toys,1,45.67,Credit Card,Instagram
3243,02/21/2021,14,Toys,2,94.35,Klarna,Google Ad
7028,02/22/2021,6,Electronics,4,51.13,Bank Transfer,Online Media
3371,02/23/2021,13,Home,4,79.47,Klarna,Instagram
1793,02/23/2021,3,Home,3,63.91,Bank Transfer,Instagram
7166,02/23/2021,14,Toys,2,95.26,Bank Transfer,Google Ad
8783,02/23/2021,13,Home,2,65.03,Klarna,Tik Tok
4531,02/23/2021,11,Electronics,4,60.86,Bank Transfer,Online Media
1126,02/24/2021,8,Home,2,79.41,Klarna,Google Ad
6109,02/24/2021,9,Toys,3,76.28,Bank Transfer,Meta
2792,02/24/2021,6,Electronics,5,98.64,Paypal,Tik Tok
4030,02/24/2021,6,Electronics,1,39.89,Paypal,Instagram
3708,02/24/2021,8,Home,1,76.98,Paypal,Tik Tok
8970,02/25/2021,5,Accessories,4,58.37,Klarna,Google Ad
9609,02/26/2021,11,Electronics,3,50.7,Klarna,Instagram
2205,02/26/2021,12,Apparel,1,54.85,Paypal,Online Media
5380,02/27/2021,1,Electronics,3,80.28,Bank Transfer,Google Ad
1966,02/28/2021,1,Electronics,1,115.8,Credit Card,Tik Tok
9533,02/28/2021,6,Electronics,4,69.79,Bank Transfer,Meta
2759,02/28/2021,7,Apparel,5,54.91,Klarna,Instagram
9914,02/28/2021,8,Home,5,79.5,Credit Card,Instagram
1768,02/28/2021,2,Apparel,3,60.96,Paypal,Tik Tok
6797,03/01/2021,2,Apparel,3,23.97,Credit Card,Online Media
2481,03/02/2021,10,Accessories,3,67.96,Bank Transfer,Meta
1054,03/02/2021,7,Apparel,4,85.58,Klarna,Online Media
1832,03/02/2021,8,Home,1,29.98,Bank Transfer,Instagram
8221,03/03/2021,8,Home,1,81.99,Klarna,Instagram
4675,03/03/2021,1,Electronics,2,82.48,Bank Transfer,Instagram
6619,03/03/2021,4,Toys,5,22.7,Paypal,Google Ad
5425,03/03/2021,7,Apparel,1,28.71,Klarna,Online Media
2308,03/03/2021,3,Home,4,73.36,Credit Card,Online Media
5841,03/04/2021,11,Electronics,2,42.68,Klarna,Tik Tok
1804,03/04/2021,4,Toys,1,49.25,Bank Transfer,Instagram
2387,03/04/2021,4,Toys,1,88.16,Bank Transfer,Instagram
5223,03/04/2021,14,Toys,1,53.63,Credit Card,Meta
2304,03/05/2021,13,Home,1,22.54,Klarna,Tik Tok
9633,03/05/2021,10,Accessories,5,25.45,Klarna,Online Media
6475,03/06/2021,6,Electronics,1,41.6,Credit Card,Online Media
8141,03/06/2021,9,Toys,2,89.78,Credit Card,Google Ad
3074,03/06/2021,6,Electronics,1,40.78,Klarna,Google Ad
7136,03/07/2021,13,Home,5,30.94,Credit Card,Meta
4028,03/07/2021,10,Accessories,4,95.26,Paypal,Google Ad
6941,03/07/2021,12,Apparel,3,31.91,Credit Card,Tik Tok
5124,03/07/2021,3,Home,5,102.4,Klarna,Tik Tok
2333,03/08/2021,11,Electronics,2,45.7,Bank Transfer,Online Media
8715,03/09/2021,10,Accessories,4,24.58,Bank Transfer,Instagram
8674,03/10/2021,14,Toys,5,23.92,Credit Card,Google Ad
3120,03/11/2021,5,Accessories,1,41.64,Credit Card,Meta
2639,03/11/2021,13,Home,2,51.37,Klarna,Instagram
5203,03/12/2021,5,Accessories,4,97.09,Paypal,Google Ad
3322,03/12/2021,12,Apparel,5,18.24,Klarna,Meta
1329,03/13/2021,1,Electronics,1,60.17,Klarna,Tik Tok
9407,03/13/2021,14,Toys,3,91.08,Credit Card,Meta
6604,03/13/2021,7,Apparel,1,109.56,Bank Transfer,Instagram
9680,03/13/2021,10,Accessories,5,84.35,Bank Transfer,Google Ad
9592,03/13/2021,7,Apparel,2,73.34,Paypal,Online Media
9007,03/14/2021,3,Home,2,57.55,Credit Card,Google Ad
4042,03/15/2021,7,Apparel,2,57.02,Klarna,Meta
4223,03/15/2021,14,Toys,3,60.46,Credit Card,Google Ad
3983,03/15/2021,3,Home,2,75.23,Bank Transfer,Meta
6468,03/15/2021,4,Toys,1,76.41,Credit Card,Online Media
9502,03/16/2021,12,Apparel,3,88.31,Paypal,Instagram
4810,03/16/2021,7,Apparel,3,99.81,Bank Transfer,Online Media
9436,03/17/2021,13,Home,4,66.48,Bank Transfer,Tik Tok
8069,03/18/2021,10,Accessories,1,40.27,Bank Transfer,Online Media
4760,03/19/2021,14,Toys,3,52.06,Bank Transfer,Google Ad
5388,03/20/2021,2,Apparel,1,41.94,Credit Card,Meta
9056,03/20/2021,15,Accessories,4,35.57,Paypal,Online Media
5805,03/20/2021,13,Home,3,109.6,Paypal,Meta
6690,03/20/2021,7,Apparel,4,102.49,Paypal,Online Media
2389,03/21/2021,13,Home,2,17.07,Credit Card,Google Ad
7402,03/21/2021,9,Toys,5,18.25,Klarna,Meta
2913,03/21/2021,9,Toys,1,30.78,Paypal,Instagram
8312,03/22/2021,2,Apparel,3,83.42,Paypal,Online Media
1892,03/22/2021,8,Home,1,63.36,Paypal,Online Media
2640,03/23/2021,11,Electronics,3,34.57,Credit Card,Meta
6016,03/23/2021,3,Home,2,87.59,Credit Card,Meta
1954,03/24/2021,11,Electronics,2,46.76,Klarna,Instagram
6295,03/24/2021,5,Accessories,2,57.93,Credit Card,Tik Tok
9987,03/24/2021,13,Home,5,99.23,Paypal,Online Media
3396,03/24/2021,14,Toys,3,84.22,Bank Transfer,Google Ad
4930,03/24/2021,8,Home,5,34.03,Paypal,Instagram
2704,03/25/2021,1,Electronics,5,85.33,Credit Card,Online Media
5286,03/25/2021,10,Accessories,3,77.74,Klarna,Online Media
1556,03/25/2021,11,Electronics,2,51.89,Klarna,Google Ad
3719,03/25/2021,10,Accessories,3,30.58,Klarna,Google Ad
9780,03/26/2021,2,Apparel,5,33.28,Paypal,Online Media
2136,03/26/2021,14,Toys,1,66.86,Klarna,Google Ad
5543,03/26/2021,12,Apparel,5,80.19,Paypal,Instagram
6352,03/26/2021,14,Toys,2,40.77,Bank Transfer,Online Media
8059,03/27/2021,6,Electronics,4,19.33,Klarna,Meta
9073,03/27/2021,12,Apparel,1,18.26,Bank Transfer,Instagram
3353,03/27/2021,2,Apparel,5,60.16,Klarna,Instagram
3428,03/27/2021,4,Toys,4,14.66,Klarna,Meta
4356,03/27/2021,6,Electronics,4,58.03,Credit Card,Meta
2098,03/28/2021,13,Home,4,102.71,Klarna,Tik Tok
6658,03/28/2021,6,Electronics,3,114.69,Bank Transfer,Tik Tok
5116,03/28/2021,13,Home,5,80.96,Paypal,Instagram
6626,03/28/2021,9,Toys,1,46.64,Paypal,Google Ad
4056,03/28/2021,13,Home,1,89.21,Paypal,Tik Tok
6179,03/29/2021,8,Home,1,88.18,Credit Card,Instagram
4633,03/29/2021,14,Toys,4,11.61,Credit Card,Tik Tok
6655,03/29/2021,5,Accessories,4,97.08,Bank Transfer,Meta
2875,03/30/2021,14,Toys,4,60.26,Bank Transfer,Meta
6109,03/31/2021,15,Accessories,5,34.21,Bank Transfer,Instagram
5167,03/31/2021,13,Home,5,16.52,Bank Transfer,Google Ad
9357,03/31/2021,14,Toys,3,72.55,Credit Card,Tik Tok
4496,03/31/2021,6,Electronics,3,53.25,Bank Transfer,Meta
4117,04/01/2021,12,Apparel,4,73.22,Paypal,Google Ad
1001,04/02/2021,1,Electronics,1,17.91,Credit Card,Meta
8833,04/02/2021,13,Home,2,97.97,Paypal,Google Ad
4041,04/02/2021,2,Apparel,2,25.07,Credit Card,Instagram
7082,04/02/2021,13,Home,3,12.84,Paypal,Meta
9907,04/03/2021,2,Apparel,2,79.53,Bank Transfer,Instagram
1207,04/04/2021,4,Toys,4,76.53,Paypal,Google Ad
1514,04/04/2021,15,Accessories,1,29.71,Paypal,Instagram
8179,04/04/2021,2,Apparel,4,29.23,Credit Card,Instagram
4638,04/05/2021,3,Home,4,76.99,Credit Card,Online Media
1306,04/05/2021,7,Apparel,4,59.98,Paypal,Instagram
3920,04/06/2021,8,Home,3,68.53,Paypal,Instagram
7236,04/06/2021,3,Home,1,85.64,Credit Card,Online Media
1956,04/06/2021,15,Accessories,4,66.59,Bank Transfer,Tik Tok
7675,04/06/2021,14,Toys,4,13.61,Credit Card,Instagram
7563,04/06/2021,9,Toys,2,75.27,Bank Transfer,Tik Tok
2394,04/07/2021,15,Accessories,2,92.11,Bank Transfer,Instagram
1529,04/07/2021,13,Home,5,75.98,Klarna,Google Ad
1525,04/08/2021,14,Toys,2,26.29,Credit Card,Online Media
3365,04/08/2021,9,Toys,4,46.45,Paypal,Meta
9321,04/08/2021,4,Toys,1,45.2,Credit Card,Tik Tok
5356,04/08/2021,2,Apparel,1,79.61,Bank Transfer,Tik Tok
4374,04/09/2021,7,Apparel,3,89.53,Paypal,Google Ad
6897,04/09/2021,13,Home,4,84.6,Credit Card,Online Media
6895,04/09/2021,4,Toys,3,95.37,Credit Card,Tik Tok
4192,04/09/2021,12,Apparel,3,76.28,Credit Card,Tik Tok
4568,04/09/2021,5,Accessories,4,50.17,Klarna,Tik Tok
2939,04/10/2021,13,Home,2,118.56,Credit Card,Online Media
1281,04/10/2021,4,Toys,5,81.12,Klarna,Online Media
6178,04/10/2021,5,Accessories,5,23.16,Klarna,Tik Tok
3740,04/11/2021,4,Toys,2,116.23,Klarna,Google Ad
8473,04/11/2021,9,Toys,5,105.74,Klarna,Instagram
8595,04/12/2021,7,Apparel,4,21.32,Paypal,Online Media
2969,04/12/2021,4,Toys,2,75.96,Bank Transfer,Google Ad
7812,04/13/2021,1,Electronics,5,96.7,Klarna,Google Ad
6238,04/13/2021,1,Electronics,2,43.69,Paypal,Google Ad
8705,04/13/2021,2,Apparel,1,12.73,Bank Transfer,Meta
4072,04/13/2021,14,Toys,3,94.68,Paypal,Online Media
9125,04/13/2021,5,Accessories,4,24.34,Bank Transfer,Meta
6208,04/14/2021,9,Toys,5,80.41,Credit Card,Meta
4173,04/15/2021,4,Toys,4,70.08,Paypal,Google Ad
2000,04/15/2021,2,Apparel,3,88.2,Credit Card,Meta
4726,04/15/2021,5,Accessories,1,42.98,Klarna,Online Media
6592,04/16/2021,12,Apparel,1,31.38,Credit Card,Instagram
8010,04/16/2021,12,Apparel,2,78.34,Credit Card,Instagram
7471,04/16/2021,5,Accessories,2,53.13,Credit Card,Online Media
1011,04/17/2021,9,Toys,5,55.07,Credit Card,Tik Tok
9234,04/17/2021,4,Toys,2,89.27,Klarna,Online Media
5431,04/18/2021,7,Apparel,5,108.99,Credit Card,Tik Tok
5146,04/18/2021,11,Electronics,4,112.92,Paypal,Instagram
7012,04/18/2021,2,Apparel,4,39.73,Bank Transfer,Instagram
7894,04/18/2021,13,Home,4,70.23,Bank Transfer,Google Ad
7787,04/18/2021,4,Toys,2,25.16,Klarna,Tik Tok
8052,04/19/2021,7,Apparel,1,61.06,Paypal,Tik Tok
2798,04/19/2021,4,Toys,1,43.62,Credit Card,Google Ad
8285,04/20/2021,13,Home,5,89.58,Credit Card,Google Ad
1009,04/20/2021,9,Toys,2,42.47,Paypal,Meta
2316,04/20/2021,10,Accessories,4,34.73,Klarna,Tik Tok
4273,04/21/2021,7,Apparel,1,18.6,Bank Transfer,Google Ad
1482,04/21/2021,1,Electronics,4,87.65,Klarna,Online Media
9853,04/21/2021,1,Electronics,5,67.78,Bank Transfer,Instagram
2100,04/21/2021,10,Accessories,5,15.26,Credit Card,Google Ad
7780,04/22/2021,7,Apparel,1,72.32,Klarna,Tik Tok
6699,04/22/2021,14,Toys,2,40.35,Bank Transfer,Online Media
8843,04/22/2021,14,Toys,3,46.11,Credit Card,Instagram
1707,04/23/2021,7,Apparel,5,56.72,Paypal,Tik Tok
4610,04/24/2021,12,Apparel,5,41.28,Bank Transfer,Google Ad
8979,04/24/2021,3,Home,5,61.34,Paypal,Google Ad
6291,04/24/2021,7,Apparel,2,51.2,Klarna,Google Ad
5211,04/24/2021,7,Apparel,4,21.59,Credit Card,Online Media
4374,04/24/2021,13,Home,1,30.41,Paypal,Meta
4719,04/25/2021,1,Electronics,4,63.29,Paypal,Online Media
5443,04/25/2021,7,Apparel,3,28.46,Credit Card,Tik Tok
9555,04/25/2021,8,Home,1,102.94,Credit Card,Tik Tok
7549,04/25/2021,6,Electronics,2,97.09,Bank Transfer,Meta
3785,04/26/2021,12,Apparel,5,13.25,Credit Card,Google Ad
3408,04/26/2021,13,Home,5,41.17,Credit Card,Meta
6962,04/26/2021,1,Electronics,3,45.73,Klarna,Google Ad
5406,04/26/2021,4,Toys,3,80.76,Klarna,Tik Tok
9435,04/26/2021,5,Accessories,2,55.1,Credit Card,Google Ad
2826,04/27/2021,13,Home,2,88.13,Paypal,Instagram
8693,04/27/2021,7,Apparel,1,39.03,Klarna,Google Ad
3978,04/28/2021,2,Apparel,2,96.16,Paypal,Google Ad
9984,04/28/2021,9,Toys,5,87.58,Bank Transfer,Meta
5917,04/28/2021,14,Toys,5,38.58,Klarna,Meta
3529,04/29/2021,13,Home,5,12.32,Credit Card,Tik Tok
8179,04/30/2021,12,Apparel,4,38.06,Paypal,Tik Tok
4036,04/30/2021,2,Apparel,4,86.63,Bank Transfer,Online Media
5349,04/30/2021,11,Electronics,2,68.52,Klarna,Instagram
7488,04/30/2021,5,Accessories,2,53.61,Paypal,Online Media
6175,04/30/2021,15,Accessories,1,48.73,Credit Card,Instagram
2179,05/01/2021,9,Toys,3,31.2,Bank Transfer,Tik Tok
2638,05/01/2021,1,Electronics,1,37.13,Bank Transfer,Tik Tok
1419,05/01/2021,13,Home,4,103.59,Paypal,Online Media
8870,05/01/2021,4,Toys,5,50.26,Klarna,Tik Tok
2549,05/01/2021,6,Electronics,5,53.8,Credit Card,Google Ad
3293,05/02/2021,5,Accessories,5,94.11,Paypal,Online Media
7356,05/02/2021,1,Electronics,2,38.05,Credit Card,Online Media
5268,05/02/2021,2,Apparel,4,52.11,Credit Card,Tik Tok
7036,05/03/2021,15,Accessories,4,33.94,Credit Card,Google Ad
6827,05/03/2021,14,Toys,2,39.22,Bank Transfer,Google Ad
8394,05/03/2021,8,Home,1,65.27,Credit Card,Google Ad
3672,05/04/2021,10,Accessories,1,19.19,Bank Transfer,Meta
7272,05/04/2021,9,Toys,2,49.38,Credit Card,Meta
9433,05/04/2021,10,Accessories,2,32.78,Bank Transfer,Online Media
9906,05/04/2021,12,Apparel,2,44.77,Paypal,Meta
9080,05/04/2021,15,Accessories,4,50.56,Credit Card,Instagram
7230,05/05/2021,12,Apparel,5,14.3,Bank Transfer,Meta
4456,05/05/2021,7,Apparel,5,82.19,Klarna,Meta
1147,05/05/2021,5,Accessories,5,44.88,Klarna,Tik Tok
5531,05/05/2021,11,Electronics,3,69.52,Bank Transfer,Instagram
9964,05/05/2021,11,Electronics,2,11.89,Bank Transfer,Tik Tok
4839,05/06/2021,15,Accessories,1,97.84,Klarna,Google Ad
2827,05/07/2021,1,Electronics,4,79.72,Credit Card,Meta
5285,05/07/2021,10,Accessories,2,39.0,Bank Transfer,Tik Tok
6607,05/07/2021,11,Electronics,2,64.17,Credit Card,Tik Tok
1521,05/08/2021,11,Electronics,1,112.23,Klarna,Meta
5583,05/08/2021,9,Toys,3,71.41,Paypal,Meta
3461,05/09/2021,6,Electronics,4,25.12,Bank Transfer,Instagram
3160,05/09/2021,14,Toys,5,42.88,Bank Transfer,Meta
8697,05/10/2021,9,Toys,5,77.95,Credit Card,Tik Tok
9789,05/10/2021,11,Electronics,3,34.24,Bank Transfer,Online Media
4537,05/10/2021,13,Home,2,21.86,Klarna,Tik Tok
5082,05/10/2021,11,Electronics,4,75.95,Klarna,Online Media
9706,05/11/2021,1,Electronics,3,23.64,Paypal,Tik Tok
8295,05/11/2021,15,Accessories,5,24.41,Paypal,Google Ad
7272,05/11/2021,8,Home,4,75.38,Credit Card,Tik Tok
6343,05/11/2021,8,Home,2,69.18,Credit Card,Google Ad
4967,05/11/2021,5,Accessories,3,26.92,Credit Card,Online Media
3979,05/12/2021,4,Toys,2,78.49,Paypal,Tik Tok
2037,05/13/2021,14,Toys,1,96.23,Credit Card,Tik Tok
8902,05/14/2021,3,Home,3,99.67,Bank Transfer,Online Media
2929,05/14/2021,4,Toys,3,22.4,Paypal,Online Media
3023,05/14/2021,6,Electronics,5,12.62,Paypal,Tik Tok
6036,05/15/2021,9,Toys,4,55.45,Klarna,Tik Tok
4586,05/15/2021,13,Home,5,74.64,Klarna,Tik Tok
4959,05/15/2021,4,Toys,2,76.73,Klarna,Tik Tok
4390,05/15/2021,12,Apparel,3,18.32,Credit Card,Tik Tok
1867,05/16/2021,6,Electronics,3,59.54,Bank Transfer,Meta
2169,05/16/2021,7,Apparel,4,18.75,Bank Transfer,Instagram
